date,member,rideable,count,duration
2021-01-29,casual,classic_bike,250,290344.0
2021-01-29,member,classic_bike,1798,1467724.0
2021-01-29,member,electric_bike,908,647853.0
2021-01-13,casual,classic_bike,352,391006.0
2021-01-13,casual,electric_bike,345,291994.0
2021-01-13,casual,docked_bike,69,115686.0
2021-01-13,member,classic_bike,2571,1948952.0
2021-01-13,member,electric_bike,1110,824258.0
2021-01-13,member,docked_bike,1,158.0
2021-01-20,member,classic_bike,1536,1163732.0
2021-01-20,member,electric_bike,801,525231.0
2021-01-20,casual,electric_bike,191,128113.0
2021-01-20,casual,classic_bike,147,140296.0
2021-01-20,casual,docked_bike,34,119050.0
2021-01-19,member,classic_bike,1871,1276938.0
2021-01-19,member,electric_bike,904,537217.0
2021-01-19,casual,classic_bike,160,152451.0
2021-01-19,casual,electric_bike,192,144976.0
2021-01-19,casual,docked_bike,26,48813.0
2021-01-02,member,classic_bike,1209,989988.0
2021-01-02,member,electric_bike,523,401148.0
2021-01-02,casual,electric_bike,180,183196.0
2021-01-02,casual,classic_bike,251,386447.0
2021-01-02,casual,docked_bike,110,319847.0
2021-01-12,member,classic_bike,2495,1810905.0
2021-01-12,member,electric_bike,978,679635.0
2021-01-12,casual,docked_bike,68,150517.0
2021-01-12,casual,electric_bike,323,266605.0
2021-01-12,casual,classic_bike,321,422122.0
2021-01-31,casual,classic_bike,54,248932.0
2021-01-31,casual,electric_bike,51,55307.0
2021-01-31,casual,docked_bike,4,4440.0
2021-01-31,member,classic_bike,230,336237.0
2021-01-31,member,electric_bike,147,120634.0
2021-01-26,member,classic_bike,765,670377.0
2021-01-26,member,electric_bike,354,273551.0
2021-01-26,casual,electric_bike,84,62519.0
2021-01-26,casual,classic_bike,51,63485.0
2021-01-26,casual,docked_bike,12,33979.0
2021-01-01,member,electric_bike,270,203577.0
2021-01-01,member,classic_bike,518,400075.0
2021-01-01,casual,docked_bike,46,110639.0
2021-01-01,casual,classic_bike,99,157293.0
2021-01-01,casual,electric_bike,133,117232.0
2021-02-12,member,classic_bike,1093,930657.0
2021-02-12,member,electric_bike,454,363266.0
2021-02-12,casual,classic_bike,171,292196.0
2021-02-12,casual,electric_bike,103,102961.0
2021-02-12,casual,docked_bike,19,45995.0
2021-02-14,casual,classic_bike,79,185819.0
2021-02-14,casual,docked_bike,6,4913.0
2021-02-14,casual,electric_bike,9,6810.0
2021-02-14,member,classic_bike,373,456426.0
2021-02-14,member,electric_bike,22,52788.0
2021-02-09,member,electric_bike,208,171525.0
2021-02-09,member,classic_bike,939,729124.0
2021-02-09,casual,classic_bike,104,237215.0
2021-02-09,casual,electric_bike,30,22079.0
2021-02-09,casual,docked_bike,6,9186.0
2021-02-02,member,classic_bike,1432,1237691.0
2021-02-02,member,electric_bike,595,428081.0
2021-02-02,casual,classic_bike,154,287042.0
2021-02-02,casual,docked_bike,12,13104.0
2021-02-02,casual,electric_bike,119,117471.0
2021-02-23,member,electric_bike,559,486188.0
2021-02-23,member,classic_bike,1758,1750846.0
2021-02-23,casual,classic_bike,301,505717.0
2021-02-23,casual,docked_bike,63,286825.0
2021-02-23,casual,electric_bike,161,159452.0
2021-02-24,casual,electric_bike,173,170529.0
2021-02-24,casual,classic_bike,293,443544.0
2021-02-24,casual,docked_bike,58,271165.0
2021-02-24,member,classic_bike,1974,1506174.0
2021-02-24,member,electric_bike,645,509831.0
2021-02-01,casual,classic_bike,117,186010.0
2021-02-01,casual,docked_bike,15,31805.0
